label=QoSThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
27410.730,45.096
27455.833,45.102
27500.877,45.044
27545.937,45.060
27591.052,45.115
27636.129,45.077
27681.185,45.056
27726.310,45.125
27767.903,41.594
27812.954,45.050
27858.074,45.120
27898.563,40.489
27943.625,45.061
27988.762,45.137
28033.821,45.059
28078.868,45.047
28123.921,45.052
28168.973,45.053
28214.058,45.085
28259.138,45.080
28304.222,45.084
28348.216,43.994
28393.292,45.076
28438.363,45.071
28479.662,41.299
28524.789,45.127
28569.841,45.052
28613.124,43.283
28658.249,45.124
28700.556,42.307
28743.127,42.571
28788.213,45.086
28833.263,45.050
28878.377,45.114
28923.436,45.058
28963.910,40.475
29009.036,45.126
29054.093,45.057
29099.192,45.099
29143.121,43.929
29188.169,45.048
29233.232,45.063
29278.279,45.047
29323.318,45.039
29368.187,44.869
29409.356,41.169
29454.406,45.050
29499.507,45.101
29544.557,45.050
29589.613,45.056
29634.656,45.044
29679.757,45.101
29724.817,45.060
29769.913,45.097
29814.973,45.060
29860.102,45.129
29901.672,41.570
29943.124,41.452
29988.202,45.079
30033.254,45.052
30080.603,47.349
30125.660,45.057
30170.716,45.056
30211.294,40.578
30253.126,41.832
30298.185,45.058
30343.232,45.047
30388.342,45.110
30433.210,44.868
30478.326,45.116
30523.125,44.799
30568.203,45.077
30613.248,45.045
30658.367,45.119
30703.442,45.075
30747.582,44.140
30792.638,45.056
30837.706,45.068
30878.051,40.346
30923.150,45.099
30968.220,45.070
31013.258,45.038
31058.325,45.068
31101.272,42.947
31146.342,45.070
31191.461,45.119
31236.545,45.084
31281.612,45.067
31326.729,45.117
31371.777,45.048
31412.226,40.449
31457.378,45.151
31502.522,45.144
31547.258,44.737
31592.389,45.130
31637.456,45.068
31681.849,44.393
31726.898,45.049
31771.979,45.081
31817.073,45.094
31862.193,45.120
31902.692,40.499
31947.743,45.050
31992.894,45.151
32033.124,40.230
32075.279,42.156
32120.339,45.060
32165.370,45.031
32210.456,45.087
32255.542,45.085
32300.607,45.065
32345.654,45.047
32390.777,45.122
32435.903,45.127
32479.748,43.845
32523.133,43.385
32566.849,43.716
32611.988,45.139
32657.063,45.075
32702.178,45.115
32747.241,45.063
32788.598,41.357
32833.653,45.056
32878.730,45.077
32920.520,41.791
