label=NiceThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
48059.916,45.156
48105.018,45.102
48150.146,45.128
48195.268,45.122
48240.329,45.061
48285.372,45.043
48326.735,41.363
48371.791,45.056
48415.586,43.795
48457.279,41.694
48502.359,45.080
48547.404,45.045
48592.453,45.049
48636.101,43.648
48681.164,45.063
48726.281,45.117
48770.991,44.710
48816.049,45.058
48861.096,45.047
48906.220,45.124
48951.275,45.055
48996.414,45.139
49040.383,43.969
49081.653,41.270
49126.749,45.095
49171.804,45.055
49215.727,43.924
49260.855,45.127
49305.968,45.113
49350.988,45.020
49396.061,45.073
49441.102,45.041
49481.718,40.616
49525.538,43.820
49570.580,45.043
49615.680,45.100
49660.724,45.043
49705.808,45.085
49746.118,40.309
49790.993,44.876
49836.095,45.102
49881.166,45.070
49926.296,45.130
49971.348,45.052
50013.223,41.875
50058.972,45.749
50104.079,45.107
50148.974,44.895
50190.992,42.017
50232.284,41.293
50277.332,45.048
50322.387,45.055
50365.810,43.423
50410.868,45.058
50454.903,44.036
50499.342,44.439
50544.410,45.067
50589.477,45.067
50634.547,45.070
50679.597,45.051
50724.640,45.042
50769.748,45.108
50814.792,45.044
50859.839,45.047
50904.885,45.045
50949.949,45.064
50990.986,41.037
51036.100,45.115
51077.775,41.674
51119.166,41.392
51164.233,45.066
51209.355,45.123
51254.479,45.124
51296.152,41.672
51339.269,43.117
51384.337,45.068
51429.388,45.051
51473.159,43.771
51518.271,45.112
51563.326,45.055
51608.372,45.046
51649.043,40.671
51694.119,45.075
51739.175,45.056
51779.419,40.245
51824.480,45.061
51869.528,45.047
51914.573,45.046
51959.691,45.118
52004.761,45.070
52049.809,45.048
52090.274,40.464
52135.340,45.066
52179.444,44.105
52224.514,45.070
52269.654,45.140
52314.709,45.055
52359.791,45.083
52401.057,41.266
52446.186,45.129
52491.251,45.065
52536.332,45.081
52577.239,40.907
52622.358,45.119
52667.422,45.063
52712.500,45.078
52757.569,45.069
52802.631,45.062
52847.683,45.051
52892.740,45.057
52937.805,45.065
52982.853,45.048
53024.043,41.190
53069.170,45.127
53114.230,45.060
53159.360,45.130
53200.311,40.951
53245.351,45.040
53290.488,45.138
53335.613,45.125
53380.525,44.912
53425.610,45.086
53470.681,45.070
53515.732,45.051
53560.838,45.106
53605.899,45.061
53649.047,43.148
53691.000,41.953
53736.080,45.080
53781.139,45.059
53826.241,45.102
53870.992,44.751
53916.047,45.054
53961.100,45.054
54006.185,45.084
54051.241,45.057
54093.278,42.037
54138.356,45.078
54183.416,45.060
54231.335,47.919
54275.668,44.333
54320.808,45.140
54365.870,45.062
54410.985,45.115
54456.031,45.046
54501.105,45.074
54546.226,45.120
54591.274,45.048
54636.390,45.116
54681.516,45.126
54726.593,45.077
54771.746,45.153
54816.821,45.075
54861.962,45.142
54907.035,45.072
54952.116,45.082
54997.132,45.015
55038.983,41.851
55083.795,44.813
55128.862,45.067
55173.934,45.072
55218.886,44.952
55264.459,45.573
55309.541,45.082
55354.681,45.140
55399.416,44.735
55444.533,45.116
55489.600,45.068
55534.719,45.119
55579.847,45.128
55624.922,45.075
55669.993,45.070
55713.857,43.865
55758.936,45.078
55804.038,45.102
55849.083,45.045
55891.788,42.705
55936.913,45.125
55980.541,43.629
56024.068,43.527
56069.189,45.121
56114.182,44.993
56159.252,45.070
56204.304,45.052
56247.208,42.904
56288.423,41.215
56333.569,45.146
56378.666,45.097
56418.941,40.275
56463.865,44.924
56508.921,45.056
56554.030,45.109
56599.092,45.061
56644.201,45.109
56689.248,45.047
56734.350,45.102
56779.459,45.109
56824.504,45.044
56867.681,43.178
56912.739,45.058
56957.782,45.043
57002.897,45.114
57047.976,45.080
57089.588,41.612
57134.729,45.140
57179.839,45.110
57224.900,45.061
57269.974,45.074
57313.745,43.770
57358.823,45.078
57401.942,43.119
57444.363,42.421
57489.451,45.088
57534.522,45.072
57579.583,45.060
57623.660,44.078
57668.800,45.139
57713.856,45.057
57758.906,45.050
57803.953,45.047
57849.014,45.060
57890.690,41.676
57935.746,45.056
57980.847,45.101
58024.494,43.647
58069.542,45.047
58114.611,45.069
58159.684,45.073
58204.735,45.051
58249.794,45.060
58294.862,45.068
58339.908,45.046
58382.524,42.617
58427.584,45.060
58470.968,43.383
58516.082,45.115
58561.147,45.065
58606.193,45.046
58651.237,45.044
58696.346,45.109
58741.387,45.041
58786.458,45.071
58831.504,45.046
58876.564,45.060
58921.613,45.049
58966.650,45.037
59008.413,41.763
59053.495,45.082
59098.611,45.116
59143.708,45.097
59188.834,45.127
59233.885,45.051
59274.044,40.159
59319.171,45.127
59364.233,45.062
59414.485,50.252
59459.536,45.051
59504.628,45.091
59549.672,45.044
59594.717,45.045
59639.789,45.072
59684.848,45.059
59729.903,45.055
59774.962,45.059
59820.020,45.058
59865.080,45.060
59910.163,45.083
59955.216,45.053
60000.332,45.116
60047.651,47.319
60092.703,45.052
60137.753,45.050
60182.844,45.091
60227.903,45.058
60270.988,43.085
60316.043,45.055
60357.938,41.895
60400.989,43.052
60445.296,44.307
60490.416,45.120
60534.501,44.085
60579.553,45.052
60624.631,45.078
60669.680,45.049
60714.728,45.048
60759.769,45.040
60804.886,45.117
60849.943,45.057
60895.008,45.065
60940.060,45.052
60985.172,45.112
61030.277,45.105
61075.405,45.128
61120.527,45.122
61165.582,45.055
61207.203,41.620
61252.322,45.119
61295.350,43.029
61340.404,45.054
61381.225,40.821
61426.277,45.052
61471.325,45.048
61516.376,45.051
61561.452,45.076
61606.527,45.075
61651.594,45.067
61696.643,45.049
61741.685,45.042
61786.748,45.063
61831.820,45.072
61876.858,45.038
61921.899,45.040
61966.937,45.038
62011.984,45.048
62057.034,45.049
62102.079,45.045
62147.131,45.052
62192.192,45.061
62237.242,45.051
62282.288,45.046
62327.335,45.047
62372.381,45.046
62417.441,45.060
62462.549,45.108
62502.938,40.390
62548.042,45.104
62593.089,45.047
62638.173,45.084
62683.295,45.122
62728.346,45.052
62773.492,45.146
62818.620,45.128
62860.985,42.366
62906.050,45.064
62951.096,45.047
62996.185,45.088
63039.760,43.575
63084.620,44.860
63129.745,45.126
63174.810,45.065
63219.909,45.099
63264.967,45.059
63310.010,45.043
63355.086,45.075
63398.327,43.241
63440.853,42.526
63485.934,45.081
63530.983,45.049
63576.281,45.298
63621.351,45.070
63666.488,45.137
63711.548,45.060
63756.608,45.060
63801.677,45.069
63846.732,45.055
63890.113,43.381
63935.158,45.045
63980.272,45.113
64020.988,40.716
64066.046,45.058
64111.092,45.046
64156.216,45.124
64200.988,44.772
64246.043,45.055
64291.084,45.042
64336.133,45.048
64380.926,44.794
64426.081,45.154
64471.127,45.047
64516.179,45.051
64557.782,41.603
64602.874,45.092
64647.940,45.067
64693.016,45.076
64738.060,45.044
64783.165,45.104
64828.207,45.042
64873.250,45.043
64918.293,45.042
64963.398,45.105
65008.452,45.054
65053.497,45.045
65098.540,45.043
65143.584,45.045
65188.642,45.057
65233.705,45.064
65278.749,45.044
65323.788,45.039
65368.834,45.046
65413.870,45.035
65458.935,45.066
65503.990,45.055
65549.054,45.064
65594.100,45.045
65639.167,45.067
65684.230,45.062
65729.352,45.123
65774.410,45.058
65819.462,45.052
65864.547,45.085
65909.676,45.129
65954.742,45.066
65999.762,45.021
66044.800,45.038
66089.845,45.045
66130.989,41.144
66176.042,45.053
66221.098,45.056
66266.230,45.132
66306.974,40.744
66351.782,44.808
66396.752,44.970
66441.459,44.707
66486.699,45.240
66531.926,45.227
66577.096,45.171
66622.171,45.074
66664.157,41.987
66704.701,40.543
66749.790,45.089
66794.867,45.077
66839.936,45.069
66885.012,45.077
66930.084,45.071
66975.186,45.102
67020.265,45.079
67060.989,40.724
67103.321,42.333
67148.470,45.149
67193.423,44.953
67236.768,43.344
67280.278,43.510
67322.912,42.634
67367.992,45.080
67412.241,44.249
67457.311,45.070
67500.993,43.682
67546.077,45.085
67591.151,45.073
67632.492,41.342
67677.575,45.083
67722.679,45.104
67767.466,44.787
67812.559,45.094
67857.631,45.071
67902.711,45.080
67947.778,45.068
67992.679,44.901
68034.421,41.742
68079.494,45.073
68124.075,44.581
68169.150,45.075
68214.240,45.090
68257.632,43.392
68302.709,45.077
68345.574,42.865
68390.718,45.144
68435.793,45.075
68477.702,41.910
68522.777,45.074
68567.881,45.104
